20070217,0,0,0,OAKLAND_FOOTHILLS.A
20070218,0,0,0,OAKLAND_FOOTHILLS.A
20070219,0,0,0,OAKLAND_FOOTHILLS.A
20070220,0,0,0,OAKLAND_FOOTHILLS.A
20070221,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20070222,0.64,0.64,0.64,OAKLAND_FOOTHILLS.A
20070223,0.05,0.05,0.05,OAKLAND_FOOTHILLS.A
20070224,0.19,0.19,0.19,OAKLAND_FOOTHILLS.A
20070225,0.08,0.08,0.08,OAKLAND_FOOTHILLS.A
20070226,0.72,0.72,0.72,OAKLAND_FOOTHILLS.A
20070227,0.44,0.44,0.44,OAKLAND_FOOTHILLS.A
20070228,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20070301,0,0,0,OAKLAND_FOOTHILLS.A
20070302,0,0,0,OAKLAND_FOOTHILLS.A
20070303,0,0,0,OAKLAND_FOOTHILLS.A
20070304,0,0,0,OAKLAND_FOOTHILLS.A
20070305,0,0,0,OAKLAND_FOOTHILLS.A
20070306,0,0,0,OAKLAND_FOOTHILLS.A
20070307,0,0,0,OAKLAND_FOOTHILLS.A
20070308,0,0,0,OAKLAND_FOOTHILLS.A
20070309,0,0,0,OAKLAND_FOOTHILLS.A
20070310,0,0,0,OAKLAND_FOOTHILLS.A
20070311,0,0,0,OAKLAND_FOOTHILLS.A
20070312,0,0,0,OAKLAND_FOOTHILLS.A
20070313,0,0,0,OAKLAND_FOOTHILLS.A
20070314,0,0,0,OAKLAND_FOOTHILLS.A
20070315,0,0,0,OAKLAND_FOOTHILLS.A
20070316,0,0,0,OAKLAND_FOOTHILLS.A
20070317,0,0,0,OAKLAND_FOOTHILLS.A
20070318,0,0,0,OAKLAND_FOOTHILLS.A
20070319,0,0,0,OAKLAND_FOOTHILLS.A
20070320,0.1,0.1,0.1,OAKLAND_FOOTHILLS.A
20070321,0,0,0,OAKLAND_FOOTHILLS.A
20070322,0,0,0,OAKLAND_FOOTHILLS.A
20070323,0,0,0,OAKLAND_FOOTHILLS.A
20070324,0,0,0,OAKLAND_FOOTHILLS.A
20070325,0,0,0,OAKLAND_FOOTHILLS.A
20070326,0.27,0.27,0.27,OAKLAND_FOOTHILLS.A
20070327,0,0,0,OAKLAND_FOOTHILLS.A
20070328,0,0,0,OAKLAND_FOOTHILLS.A
20070329,0,0,0,OAKLAND_FOOTHILLS.A
20070330,0,0,0,OAKLAND_FOOTHILLS.A
20070331,0,0,0,OAKLAND_FOOTHILLS.A
20070401,0,0,0,OAKLAND_FOOTHILLS.A
20070402,0,0,0,OAKLAND_FOOTHILLS.A
20070403,0,0,0,OAKLAND_FOOTHILLS.A
20070404,0,0,0,OAKLAND_FOOTHILLS.A
20070405,0,0,0,OAKLAND_FOOTHILLS.A
20070406,0,0,0,OAKLAND_FOOTHILLS.A
20070407,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20070408,0,0,0,OAKLAND_FOOTHILLS.A
20070409,0.05,0.05,0.05,OAKLAND_FOOTHILLS.A
20070410,0,0,0,OAKLAND_FOOTHILLS.A
20070411,0.23,0.23,0.23,OAKLAND_FOOTHILLS.A
20070412,0,0,0,OAKLAND_FOOTHILLS.A
20070413,0,0,0,OAKLAND_FOOTHILLS.A
20070414,0.46,0.46,0.46,OAKLAND_FOOTHILLS.A
20070415,0,0,0,OAKLAND_FOOTHILLS.A
20070416,0,0,0,OAKLAND_FOOTHILLS.A
20070417,0,0,0,OAKLAND_FOOTHILLS.A
20070418,0,0,0,OAKLAND_FOOTHILLS.A
20070419,0.17,0.17,0.17,OAKLAND_FOOTHILLS.A
20070420,0.16,0.16,0.16,OAKLAND_FOOTHILLS.A
20070421,0.33,0.33,0.33,OAKLAND_FOOTHILLS.A
20070422,0.33,0.33,0.33,OAKLAND_FOOTHILLS.A
20070423,0,0,0,OAKLAND_FOOTHILLS.A
20070424,0,0,0,OAKLAND_FOOTHILLS.A
20070425,0,0,0,OAKLAND_FOOTHILLS.A
20070426,0,0,0,OAKLAND_FOOTHILLS.A
20070427,0.04,0.04,0.04,OAKLAND_FOOTHILLS.A
20070428,0,0,0,OAKLAND_FOOTHILLS.A
20070429,0,0,0,OAKLAND_FOOTHILLS.A
20070430,0,0,0,OAKLAND_FOOTHILLS.A
20070501,0,0,0,OAKLAND_FOOTHILLS.A
20070502,0.22,0.22,0.22,OAKLAND_FOOTHILLS.A
20070503,0.06,0.06,0.06,OAKLAND_FOOTHILLS.A
20070504,0.23,0.23,0.23,OAKLAND_FOOTHILLS.A
20070505,0,0,0,OAKLAND_FOOTHILLS.A
20070506,0,0,0,OAKLAND_FOOTHILLS.A
20070507,0,0,0,OAKLAND_FOOTHILLS.A
20070508,0,0,0,OAKLAND_FOOTHILLS.A
20070509,0,0,0,OAKLAND_FOOTHILLS.A
20070510,0.07,0.07,0.07,OAKLAND_FOOTHILLS.A
20070511,0.02,0.02,0.02,OAKLAND_FOOTHILLS.A
20070512,0,0,0,OAKLAND_FOOTHILLS.A
20070513,0,0,0,OAKLAND_FOOTHILLS.A
20070514,0.02,0.02,0.02,OAKLAND_FOOTHILLS.A
20070515,0.04,0.04,0.04,OAKLAND_FOOTHILLS.A
20070516,0.1,0.1,0.1,OAKLAND_FOOTHILLS.A
20070517,0.05,0.05,0.05,OAKLAND_FOOTHILLS.A
20070518,0,0,0,OAKLAND_FOOTHILLS.A
20070519,0,0,0,OAKLAND_FOOTHILLS.A
20070520,0.04,0.04,0.04,OAKLAND_FOOTHILLS.A
20070521,0.02,0.02,0.02,OAKLAND_FOOTHILLS.A
20070522,0,0,0,OAKLAND_FOOTHILLS.A
20070523,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20070524,0.02,0.02,0.02,OAKLAND_FOOTHILLS.A
20070525,0,0,0,OAKLAND_FOOTHILLS.A
20070526,0,0,0,OAKLAND_FOOTHILLS.A
20070527,0.07,0.07,0.07,OAKLAND_FOOTHILLS.A
20070528,0,0,0,OAKLAND_FOOTHILLS.A
20070529,0.04,0.04,0.04,OAKLAND_FOOTHILLS.A
20070530,0.05,0.05,0.05,OAKLAND_FOOTHILLS.A
20070531,0.06,0.06,0.06,OAKLAND_FOOTHILLS.A
20070601,0.02,0.02,0.02,OAKLAND_FOOTHILLS.A
20070602,0,0,0,OAKLAND_FOOTHILLS.A
20070603,0.02,0.02,0.02,OAKLAND_FOOTHILLS.A
20070604,0.07,0.07,0.07,OAKLAND_FOOTHILLS.A
20070605,0,0,0,OAKLAND_FOOTHILLS.A
20070606,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20070607,0,0,0,OAKLAND_FOOTHILLS.A
20070608,0.02,0.02,0.02,OAKLAND_FOOTHILLS.A
20070609,0,0,0,OAKLAND_FOOTHILLS.A
20070610,0.06,0.06,0.06,OAKLAND_FOOTHILLS.A
20070611,0,0,0,OAKLAND_FOOTHILLS.A
20070612,0,0,0,OAKLAND_FOOTHILLS.A
20070613,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20070614,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20070615,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20070616,0,0,0,OAKLAND_FOOTHILLS.A
20070617,0,0,0,OAKLAND_FOOTHILLS.A
20070618,0,0,0,OAKLAND_FOOTHILLS.A
20070619,0.02,0.02,0.02,OAKLAND_FOOTHILLS.A
20070620,0,0,0,OAKLAND_FOOTHILLS.A
20070621,0.03,0.03,0.03,OAKLAND_FOOTHILLS.A
20070622,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20070623,0,0,0,OAKLAND_FOOTHILLS.A
20070624,0,0,0,OAKLAND_FOOTHILLS.A
20070625,0,0,0,OAKLAND_FOOTHILLS.A
20070626,0,0,0,OAKLAND_FOOTHILLS.A
20070627,0,0,0,OAKLAND_FOOTHILLS.A
20070628,0,0,0,OAKLAND_FOOTHILLS.A
20070629,0,0,0,OAKLAND_FOOTHILLS.A
20070630,0,0,0,OAKLAND_FOOTHILLS.A
20070701,0,0,0,OAKLAND_FOOTHILLS.A
20070702,0,0,0,OAKLAND_FOOTHILLS.A
20070703,0,0,0,OAKLAND_FOOTHILLS.A
20070704,0,0,0,OAKLAND_FOOTHILLS.A
20070705,0,0,0,OAKLAND_FOOTHILLS.A
20070706,0,0,0,OAKLAND_FOOTHILLS.A
20070707,0,0,0,OAKLAND_FOOTHILLS.A
20070708,0,0,0,OAKLAND_FOOTHILLS.A
20070709,0,0,0,OAKLAND_FOOTHILLS.A
20070710,0,0,0,OAKLAND_FOOTHILLS.A
20070711,0,0,0,OAKLAND_FOOTHILLS.A
20070712,0,0,0,OAKLAND_FOOTHILLS.A
20070713,0,0,0,OAKLAND_FOOTHILLS.A
20070714,0,0,0,OAKLAND_FOOTHILLS.A
20070715,0,0,0,OAKLAND_FOOTHILLS.A
20070716,0,0,0,OAKLAND_FOOTHILLS.A
20070717,0,0,0,OAKLAND_FOOTHILLS.A
20070718,0,0,0,OAKLAND_FOOTHILLS.A
20070719,0,0,0,OAKLAND_FOOTHILLS.A
20070720,0,0,0,OAKLAND_FOOTHILLS.A
20070721,0,0,0,OAKLAND_FOOTHILLS.A
20070722,0,0,0,OAKLAND_FOOTHILLS.A
20070723,0,0,0,OAKLAND_FOOTHILLS.A
20070724,0,0,0,OAKLAND_FOOTHILLS.A
20070725,0,0,0,OAKLAND_FOOTHILLS.A
20070726,0,0,0,OAKLAND_FOOTHILLS.A
20070727,0,0,0,OAKLAND_FOOTHILLS.A
20070728,0,0,0,OAKLAND_FOOTHILLS.A
20070729,0,0,0,OAKLAND_FOOTHILLS.A
20070730,0,0,0,OAKLAND_FOOTHILLS.A
20070731,0,0,0,OAKLAND_FOOTHILLS.A
20070801,0,0,0,OAKLAND_FOOTHILLS.A
20070802,0,0,0,OAKLAND_FOOTHILLS.A
20070803,0,0,0,OAKLAND_FOOTHILLS.A
20070804,0,0,0,OAKLAND_FOOTHILLS.A
20070805,0,0,0,OAKLAND_FOOTHILLS.A
20070806,0,0,0,OAKLAND_FOOTHILLS.A
20070807,0,0,0,OAKLAND_FOOTHILLS.A
20070808,0,0,0,OAKLAND_FOOTHILLS.A
20070809,0,0,0,OAKLAND_FOOTHILLS.A
20070810,0,0,0,OAKLAND_FOOTHILLS.A
20070811,0,0,0,OAKLAND_FOOTHILLS.A
20070812,0,0,0,OAKLAND_FOOTHILLS.A
20070813,0,0,0,OAKLAND_FOOTHILLS.A
20070814,0,0,0,OAKLAND_FOOTHILLS.A
20070815,0,0,0,OAKLAND_FOOTHILLS.A
20070816,0,0,0,OAKLAND_FOOTHILLS.A
20070817,0,0,0,OAKLAND_FOOTHILLS.A
20070818,0,0,0,OAKLAND_FOOTHILLS.A
20070819,0,0,0,OAKLAND_FOOTHILLS.A
20070820,0,0,0,OAKLAND_FOOTHILLS.A
20070821,0,0,0,OAKLAND_FOOTHILLS.A
20070822,0,0,0,OAKLAND_FOOTHILLS.A
20070823,0,0,0,OAKLAND_FOOTHILLS.A
20070824,0,0,0,OAKLAND_FOOTHILLS.A
20070825,0,0,0,OAKLAND_FOOTHILLS.A
20070826,0,0,0,OAKLAND_FOOTHILLS.A
20070827,0,0,0,OAKLAND_FOOTHILLS.A
20070828,0,0,0,OAKLAND_FOOTHILLS.A
20070829,0,0,0,OAKLAND_FOOTHILLS.A
20070830,0,0,0,OAKLAND_FOOTHILLS.A
20070831,0,0,0,OAKLAND_FOOTHILLS.A
20070901,0,0,0,OAKLAND_FOOTHILLS.A
20070902,0,0,0,OAKLAND_FOOTHILLS.A
20070903,0,0,0,OAKLAND_FOOTHILLS.A
20070904,0,0,0,OAKLAND_FOOTHILLS.A
20070905,0,0,0,OAKLAND_FOOTHILLS.A
20070906,0,0,0,OAKLAND_FOOTHILLS.A
20070907,0,0,0,OAKLAND_FOOTHILLS.A
20070908,0,0,0,OAKLAND_FOOTHILLS.A
20070909,0,0,0,OAKLAND_FOOTHILLS.A
20070910,0,0,0,OAKLAND_FOOTHILLS.A
20070911,0,0,0,OAKLAND_FOOTHILLS.A
20070912,0,0,0,OAKLAND_FOOTHILLS.A
20070913,0,0,0,OAKLAND_FOOTHILLS.A
20070914,0,0,0,OAKLAND_FOOTHILLS.A
20070915,0,0,0,OAKLAND_FOOTHILLS.A
20070916,0,0,0,OAKLAND_FOOTHILLS.A
20070917,0,0,0,OAKLAND_FOOTHILLS.A
20070918,0,0,0,OAKLAND_FOOTHILLS.A
20070919,0,0,0,OAKLAND_FOOTHILLS.A
20070920,0,0,0,OAKLAND_FOOTHILLS.A
20070921,0,0,0,OAKLAND_FOOTHILLS.A
20070922,0.13,0.13,0.13,OAKLAND_FOOTHILLS.A
20070923,0,0,0,OAKLAND_FOOTHILLS.A
20070924,0,0,0,OAKLAND_FOOTHILLS.A
20070925,0,0,0,OAKLAND_FOOTHILLS.A
20070926,0,0,0,OAKLAND_FOOTHILLS.A
20070927,0,0,0,OAKLAND_FOOTHILLS.A
20070928,0,0,0,OAKLAND_FOOTHILLS.A
20070929,0,0,0,OAKLAND_FOOTHILLS.A
20070930,0,0,0,OAKLAND_FOOTHILLS.A
20071001,0,0,0,OAKLAND_FOOTHILLS.A
20071002,0,0,0,OAKLAND_FOOTHILLS.A
20071003,0,0,0,OAKLAND_FOOTHILLS.A
20071004,0,0,0,OAKLAND_FOOTHILLS.A
20071005,0,0,0,OAKLAND_FOOTHILLS.A
20071006,0,0,0,OAKLAND_FOOTHILLS.A
20071007,0,0,0,OAKLAND_FOOTHILLS.A
20071008,0,0,0,OAKLAND_FOOTHILLS.A
20071009,0.58,0.58,0.58,OAKLAND_FOOTHILLS.A
20071010,0.34,0.34,0.34,OAKLAND_FOOTHILLS.A
20071011,0,0,0,OAKLAND_FOOTHILLS.A
20071012,0.67,0.67,0.67,OAKLAND_FOOTHILLS.A
20071013,0,0,0,OAKLAND_FOOTHILLS.A
20071014,0,0,0,OAKLAND_FOOTHILLS.A
20071015,0.04,0.04,0.04,OAKLAND_FOOTHILLS.A
20071016,0.08,0.08,0.08,OAKLAND_FOOTHILLS.A
20071017,0.26,0.26,0.26,OAKLAND_FOOTHILLS.A
20071018,0,0,0,OAKLAND_FOOTHILLS.A
20071019,0.02,0.02,0.02,OAKLAND_FOOTHILLS.A
20071020,0,0,0,OAKLAND_FOOTHILLS.A
20071021,0,0,0,OAKLAND_FOOTHILLS.A
20071022,0,0,0,OAKLAND_FOOTHILLS.A
20071023,0,0,0,OAKLAND_FOOTHILLS.A
20071024,0,0,0,OAKLAND_FOOTHILLS.A
20071025,0,0,0,OAKLAND_FOOTHILLS.A
20071026,0,0,0,OAKLAND_FOOTHILLS.A
20071027,0,0,0,OAKLAND_FOOTHILLS.A
20071028,0,0,0,OAKLAND_FOOTHILLS.A
20071029,0,0,0,OAKLAND_FOOTHILLS.A
20071030,0,0,0,OAKLAND_FOOTHILLS.A
20071031,0,0,0,OAKLAND_FOOTHILLS.A
20071101,0,0,0,OAKLAND_FOOTHILLS.A
20071102,0,0,0,OAKLAND_FOOTHILLS.A
20071103,0,0,0,OAKLAND_FOOTHILLS.A
20071104,0,0,0,OAKLAND_FOOTHILLS.A
20071105,0.07,0.07,0.07,OAKLAND_FOOTHILLS.A
20071106,0,0,0,OAKLAND_FOOTHILLS.A
20071107,0,0,0,OAKLAND_FOOTHILLS.A
20071108,0,0,0,OAKLAND_FOOTHILLS.A
20071109,0,0,0,OAKLAND_FOOTHILLS.A
20071110,0.56,0.56,0.56,OAKLAND_FOOTHILLS.A
20071111,0.36,0.36,0.36,OAKLAND_FOOTHILLS.A
20071112,0,0,0,OAKLAND_FOOTHILLS.A
20071113,0,0,0,OAKLAND_FOOTHILLS.A
20071114,0,0,0,OAKLAND_FOOTHILLS.A
20071115,0,0,0,OAKLAND_FOOTHILLS.A
20071116,0,0,0,OAKLAND_FOOTHILLS.A
20071117,0,0,0,OAKLAND_FOOTHILLS.A
20071118,0,0,0,OAKLAND_FOOTHILLS.A
20071119,0,0,0,OAKLAND_FOOTHILLS.A
20071120,0,0,0,OAKLAND_FOOTHILLS.A
20071121,0,0,0,OAKLAND_FOOTHILLS.A
20071122,0,0,0,OAKLAND_FOOTHILLS.A
20071123,0,0,0,OAKLAND_FOOTHILLS.A
20071124,0,0,0,OAKLAND_FOOTHILLS.A
20071125,0,0,0,OAKLAND_FOOTHILLS.A
20071126,0,0,0,OAKLAND_FOOTHILLS.A
20071127,0,0,0,OAKLAND_FOOTHILLS.A
20071128,0,0,0,OAKLAND_FOOTHILLS.A
20071129,0,0,0,OAKLAND_FOOTHILLS.A
20071130,0,0,0,OAKLAND_FOOTHILLS.A
20071201,0,0,0,OAKLAND_FOOTHILLS.A
20071202,0,0,0,OAKLAND_FOOTHILLS.A
20071203,0,0,0,OAKLAND_FOOTHILLS.A
20071204,0.22,0.22,0.22,OAKLAND_FOOTHILLS.A
20071205,0,0,0,OAKLAND_FOOTHILLS.A
20071206,0.41,0.41,0.41,OAKLAND_FOOTHILLS.A
20071207,0.44,0.44,0.44,OAKLAND_FOOTHILLS.A
20071208,0,0,0,OAKLAND_FOOTHILLS.A
20071209,0,0,0,OAKLAND_FOOTHILLS.A
20071210,0,0,0,OAKLAND_FOOTHILLS.A
20071211,0,0,0,OAKLAND_FOOTHILLS.A
20071212,0,0,0,OAKLAND_FOOTHILLS.A
20071213,0,0,0,OAKLAND_FOOTHILLS.A
20071214,0,0,0,OAKLAND_FOOTHILLS.A
20071215,0,0,0,OAKLAND_FOOTHILLS.A
20071216,0,0,0,OAKLAND_FOOTHILLS.A
20071217,0.35,0.35,0.35,OAKLAND_FOOTHILLS.A
20071218,0.97,0.97,0.97,OAKLAND_FOOTHILLS.A
20071219,0.05,0.05,0.05,OAKLAND_FOOTHILLS.A
20071220,1.06,1.06,1.06,OAKLAND_FOOTHILLS.A
20071221,0,0,0,OAKLAND_FOOTHILLS.A
20071222,0,0,0,OAKLAND_FOOTHILLS.A
20071223,0,0,0,OAKLAND_FOOTHILLS.A
20071224,0,0,0,OAKLAND_FOOTHILLS.A
20071225,0,0,0,OAKLAND_FOOTHILLS.A
20071226,0,0,0,OAKLAND_FOOTHILLS.A
20071227,0.09,0.09,0.09,OAKLAND_FOOTHILLS.A
20071228,0.08,0.08,0.08,OAKLAND_FOOTHILLS.A
20071229,0.08,0.08,0.08,OAKLAND_FOOTHILLS.A
20071230,0,0,0,OAKLAND_FOOTHILLS.A
20071231,0,0,0,OAKLAND_FOOTHILLS.A
20080101,0,0,0,OAKLAND_FOOTHILLS.A
20080102,0,0,0,OAKLAND_FOOTHILLS.A
20080103,0.5,0.5,0.5,OAKLAND_FOOTHILLS.A
20080104,1.98,1.98,1.98,OAKLAND_FOOTHILLS.A
20080105,0.92,0.92,0.92,OAKLAND_FOOTHILLS.A
20080106,0.06,0.06,0.06,OAKLAND_FOOTHILLS.A
20080107,0.04,0.04,0.04,OAKLAND_FOOTHILLS.A
20080108,0.23,0.23,0.23,OAKLAND_FOOTHILLS.A
20080109,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20080110,0.08,0.08,0.08,OAKLAND_FOOTHILLS.A
20080111,0,0,0,OAKLAND_FOOTHILLS.A
20080112,0,0,0,OAKLAND_FOOTHILLS.A
20080113,0,0,0,OAKLAND_FOOTHILLS.A
20080114,0,0,0,OAKLAND_FOOTHILLS.A
20080115,0,0,0,OAKLAND_FOOTHILLS.A
20080116,0,0,0,OAKLAND_FOOTHILLS.A
20080117,0,0,0,OAKLAND_FOOTHILLS.A
20080118,0,0,0,OAKLAND_FOOTHILLS.A
20080119,0,0,0,OAKLAND_FOOTHILLS.A
20080120,0,0,0,OAKLAND_FOOTHILLS.A
20080121,0.43,0.43,0.43,OAKLAND_FOOTHILLS.A
20080122,0.09,0.09,0.09,OAKLAND_FOOTHILLS.A
20080123,0.11,0.11,0.11,OAKLAND_FOOTHILLS.A
20080124,0.06,0.06,0.06,OAKLAND_FOOTHILLS.A
20080125,1.35,1.35,1.35,OAKLAND_FOOTHILLS.A
20080126,0.28,0.28,0.28,OAKLAND_FOOTHILLS.A
20080127,0.39,0.39,0.39,OAKLAND_FOOTHILLS.A
20080128,0.05,0.05,0.05,OAKLAND_FOOTHILLS.A
20080129,0.11,0.11,0.11,OAKLAND_FOOTHILLS.A
20080130,0.05,0.05,0.05,OAKLAND_FOOTHILLS.A
20080131,0.8,0.8,0.8,OAKLAND_FOOTHILLS.A
20080201,0,0,0,OAKLAND_FOOTHILLS.A
20080202,0.82,0.82,0.82,OAKLAND_FOOTHILLS.A
20080203,0.05,0.05,0.05,OAKLAND_FOOTHILLS.A
20080204,0,0,0,OAKLAND_FOOTHILLS.A
20080205,0,0,0,OAKLAND_FOOTHILLS.A
20080206,0,0,0,OAKLAND_FOOTHILLS.A
20080207,0,0,0,OAKLAND_FOOTHILLS.A
20080208,0,0,0,OAKLAND_FOOTHILLS.A
20080209,0,0,0,OAKLAND_FOOTHILLS.A
20080210,0,0,0,OAKLAND_FOOTHILLS.A
20080211,0,0,0,OAKLAND_FOOTHILLS.A
20080212,0,0,0,OAKLAND_FOOTHILLS.A
20080213,0,0,0,OAKLAND_FOOTHILLS.A
20080214,0,0,0,OAKLAND_FOOTHILLS.A
20080215,0,0,0,OAKLAND_FOOTHILLS.A
20080216,0,0,0,OAKLAND_FOOTHILLS.A
20080217,0,0,0,OAKLAND_FOOTHILLS.A
20080218,0,0,0,OAKLAND_FOOTHILLS.A
20080219,0.65,0.65,0.65,OAKLAND_FOOTHILLS.A
20080220,0.11,0.11,0.11,OAKLAND_FOOTHILLS.A
20080221,0.17,0.17,0.17,OAKLAND_FOOTHILLS.A
20080222,0.13,0.13,0.13,OAKLAND_FOOTHILLS.A
20080223,0.19,0.19,0.19,OAKLAND_FOOTHILLS.A
20080224,0.18,0.18,0.18,OAKLAND_FOOTHILLS.A
20080225,0,0,0,OAKLAND_FOOTHILLS.A
20080226,0,0,0,OAKLAND_FOOTHILLS.A
20080227,0,0,0,OAKLAND_FOOTHILLS.A
20080228,0,0,0,OAKLAND_FOOTHILLS.A
20080229,0,0,0,OAKLAND_FOOTHILLS.A
20080301,0,0,0,OAKLAND_FOOTHILLS.A
20080302,0,0,0,OAKLAND_FOOTHILLS.A
20080303,0,0,0,OAKLAND_FOOTHILLS.A
20080304,0,0,0,OAKLAND_FOOTHILLS.A
20080305,0,0,0,OAKLAND_FOOTHILLS.A
20080306,0,0,0,OAKLAND_FOOTHILLS.A
20080307,0,0,0,OAKLAND_FOOTHILLS.A
20080308,0,0,0,OAKLAND_FOOTHILLS.A
20080309,0,0,0,OAKLAND_FOOTHILLS.A
20080310,0,0,0,OAKLAND_FOOTHILLS.A
20080311,0,0,0,OAKLAND_FOOTHILLS.A
20080312,0,0,0,OAKLAND_FOOTHILLS.A
20080313,0.06,0.06,0.06,OAKLAND_FOOTHILLS.A
20080314,0.03,0.03,0.03,OAKLAND_FOOTHILLS.A
20080315,0.04,0.04,0.04,OAKLAND_FOOTHILLS.A
20080316,0,0,0,OAKLAND_FOOTHILLS.A
20080317,0,0,0,OAKLAND_FOOTHILLS.A
20080318,0,0,0,OAKLAND_FOOTHILLS.A
20080319,0,0,0,OAKLAND_FOOTHILLS.A
20080320,0,0,0,OAKLAND_FOOTHILLS.A
20080321,0,0,0,OAKLAND_FOOTHILLS.A
20080322,0,0,0,OAKLAND_FOOTHILLS.A
20080323,0,0,0,OAKLAND_FOOTHILLS.A
20080324,0,0,0,OAKLAND_FOOTHILLS.A
20080325,0,0,0,OAKLAND_FOOTHILLS.A
20080326,0,0,0,OAKLAND_FOOTHILLS.A
20080327,0,0,0,OAKLAND_FOOTHILLS.A
20080328,0.13,0.13,0.13,OAKLAND_FOOTHILLS.A
20080329,0.01,0.01,0.01,OAKLAND_FOOTHILLS.A
20080330,0,0,0,OAKLAND_FOOTHILLS.A
20080331,0,0,0,OAKLAND_FOOTHILLS.A
20080401,0,0,0,OAKLAND_FOOTHILLS.A
20080402,0,0,0,OAKLAND_FOOTHILLS.A
20080403,0,0,0,OAKLAND_FOOTHILLS.A
20080404,0,0,0,OAKLAND_FOOTHILLS.A
20080405,0,0,0,OAKLAND_FOOTHILLS.A
20080406,0,0,0,OAKLAND_FOOTHILLS.A
20080407,0,0,0,OAKLAND_FOOTHILLS.A
20080408,0,0,0,OAKLAND_FOOTHILLS.A
20080409,0,0,0,OAKLAND_FOOTHILLS.A
20080410,0,0,0,OAKLAND_FOOTHILLS.A
20080411,0,0,0,OAKLAND_FOOTHILLS.A
20080412,0,0,0,OAKLAND_FOOTHILLS.A
20080413,0,0,0,OAKLAND_FOOTHILLS.A
20080414,0,0,0,OAKLAND_FOOTHILLS.A
20080415,0,0,0,OAKLAND_FOOTHILLS.A
20080416,0,0,0,OAKLAND_FOOTHILLS.A
20080417,0,0,0,OAKLAND_FOOTHILLS.A
20080418,0,0,0,OAKLAND_FOOTHILLS.A
20080419,0,0,0,OAKLAND_FOOTHILLS.A
20080420,0,0,0,OAKLAND_FOOTHILLS.A
20080421,0,0,0,OAKLAND_FOOTHILLS.A
